state_position_0,state_position_1,state_position_2,state_position_3,state_position_4,state_position_5,state_position_6,state_velocity_0,state_velocity_1,state_velocity_2,state_velocity_3,state_velocity_4,state_velocity_5,state_velocity_6,action_0,action_1,action_2,action_3,action_4,action_5,action_6,state_delta_position_0,state_delta_position_1,state_delta_position_2,state_delta_position_3,state_delta_position_4,state_delta_position_5,state_delta_position_6,state_delta_velocity_0,state_delta_velocity_1,state_delta_velocity_2,state_delta_velocity_3,state_delta_velocity_4,state_delta_velocity_5,state_delta_velocity_6
4.96976216e-05,-0.18499601,-4.63546468e-05,-2.08528506,-8.95942123e-06,1.90028276,0.785404067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.17424774169922,-66.65546417236328,69.57329559326172,50.4118766784668,2.928410053253174,-3.752708673477173,-4.881173610687256,-0.01595007089053469,-0.0015242223531822252,-0.0039949098327950235,0.005132043859683133,0.0016722596372342256,0.00015868291964205028,-0.001944957339514164,-0.3238015598426169,-0.030035079891707037,0.32400431184962947,0.05585445315839449,0.03055624757972219,-0.06979191608087608,-0.029875234684918425
-0.015900373268934693,-0.1865202323531822,-0.0040412644795950236,-2.080153016140317,0.0016633002160042255,1.9004414429196421,0.7834591096604858,-0.3238015598426169,-0.030035079891707037,0.32400431184962947,0.05585445315839449,0.03055624757972219,-0.06979191608087608,-0.029875234684918425,-9.744141578674316,45.29830551147461,-66.1545639038086,18.67628288269043,0.36430951952934265,-4.982968807220459,7.719786643981934,-0.01543274490237272,-0.008716218607757148,-0.004478635821513467,0.008243363029868611,0.002174392814909996,0.0025624563468094053,-0.003636460560319299,0.49084566314524397,0.06782281783626043,-0.4870818233953989,0.06900640289841566,-0.05902699390310551,0.009530669075716973,0.0686108673423903
4.96976216e-05,-0.18499601,-4.63546468e-05,-2.08528506,-8.95942123e-06,1.90028276,0.785404067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.398193359375,-30.97670555114746,-46.039669036865234,23.0275936126709,7.400571346282959,-3.0426077842712402,0.22422809898853302,-0.018095766829269756,-0.01090970359031651,0.0008014131602712231,0.010553978591381519,0.0014025720426174943,0.001577748491177422,-0.004701151394199021,-0.13441754926749083,-0.016114962347280853,0.05430681154804421,0.02353243256874878,0.03690304567565445,-0.037722667023386114,-0.03429220270475992
-0.018046069207669758,-0.1959057135903165,0.0007550585134712231,-2.0747310814086184,0.0013936126213874942,1.9018605084911775,0.780702915605801,-0.13441754926749083,-0.016114962347280853,0.05430681154804421,0.02353243256874878,0.03690304567565445,-0.037722667023386114,-0.03429220270475992,86.6039810180664,-38.13471603393555,-66.49624633789062,73.98118591308594,10.807472229003906,-0.3436436653137207,9.67842960357666,-0.012476089115607953,0.0066791647132820875,-0.004670230896498796,0.011239760114585273,0.001211222186041934,-0.0012485895242282385,-0.0004326002883706659,0.6875762831803423,0.029603930931040207,-0.6031647886425628,0.12505769164266842,-0.0329351501401999,-0.04511303578261039,0.10892067683141529
4.96976216e-05,-0.18499601,-4.63546468e-05,-2.08528506,-8.95942123e-06,1.90028276,0.785404067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.544219970703125,77.31304168701172,-34.092018127441406,81.23953247070312,6.1391143798828125,9.389892578125,0.9756312966346741,-0.00846952983892015,0.006631332005413909,-0.0033527452839078914,0.017051483838354642,0.0032622492710813497,-0.0017324258433539796,0.0015907527429487311,0.16151977151836622,0.16289626970300267,-0.15789217072472614,0.24614789580317134,0.005739214337059834,-0.029739470756367997,0.007525721830626971
-0.00841983221732015,-0.17836467799458608,-0.0033990999307078914,-2.0682335761616453,0.00325328984985135,1.898550334156646,0.7869948197429487,0.16151977151836622,0.16289626970300267,-0.15789217072472614,0.24614789580317134,0.005739214337059834,-0.029739470756367997,0.007525721830626971,29.155162811279297,-11.992074966430664,23.89992332458496,63.812355041503906,4.427356243133545,-3.2765376567840576,-5.712129592895508,-0.01752290639140962,0.009140357992539316,-0.0009980684935811265,0.029393200293817756,0.0038933696031978582,-0.001424388138176358,0.0019511404202765537,-0.11272058429097949,-0.005518909868487493,0.13224948369446385,0.04417588398985825,0.023783918606492635,-0.029703962386486035,-0.028793215242393137
4.96976216e-05,-0.18499601,-4.63546468e-05,-2.08528506,-8.95942123e-06,1.90028276,0.785404067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.23881149291992,69.84404754638672,-47.74452209472656,-0.7026762962341309,-6.016685485839844,-0.5444225668907166,-5.273477554321289,-0.025300107077950374,0.0009674294996853405,-0.010439425047726903,0.02515292412871384,-0.0001483800830728209,0.0003802940664150434,0.0010729266031505036,-0.03779567178975977,0.0766123891089775,-0.022666760601784477,0.0633772004002088,-0.025198095413277152,-0.0021169818653086247,-0.04556550555084397
-0.025250409456350376,-0.18402858050031465,-0.010485779694526902,-2.060132135871286,-0.0001573395043028209,1.9006630540664151,0.7864769936031505,-0.03779567178975977,0.0766123891089775,-0.022666760601784477,0.0633772004002088,-0.025198095413277152,-0.0021169818653086247,-0.04556550555084397,-2.6086204051971436,61.930152893066406,60.80305099487305,25.429170608520508,1.6399307250976562,-2.026649236679077,-3.564735174179077,-0.017050296490250125,-0.009530989968529247,0.01793203900205306,0.009680611747488133,0.0036268685617898613,-0.0035780345091609433,-0.0019282213537906712,-0.19769587591457452,0.07485858494290795,0.2229531119266142,0.09099962652092528,0.03236247664863791,-0.026205809412564812,0.015988539962565825
4.96976216e-05,-0.18499601,-4.63546468e-05,-2.08528506,-8.95942123e-06,1.90028276,0.785404067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.373619079589844,-58.94282531738281,-60.836524963378906,-77.81529998779297,3.291314125061035,11.222234725952148,1.9232410192489624,-0.0017233807289696696,0.0015442660558448729,-0.018770665428628666,0.02384013533563678,0.00010216354459190922,-0.0007460337089699731,-0.0004494216233755788,-0.05933832631522886,-0.1398926432862474,-0.020591767625070638,-0.24537633032263195,0.028107680331740593,0.13434416246078393,-0.024932947139331942
-0.0016736831073696696,-0.18345174394415512,-0.018817020075428667,-2.061444924664363,9.320412336190923e-05,1.89953672629103,0.7849546453766244,-0.05933832631522886,-0.1398926432862474,-0.020591767625070638,-0.24537633032263195,0.028107680331740593,0.13434416246078393,-0.024932947139331942,-61.449951171875,-49.397247314453125,61.66361618041992,53.74561309814453,-8.431500434875488,10.752900123596191,-6.164830207824707,-0.002217219646791671,-0.0017044710135593888,-0.01823711082637442,0.021381825048813585,-0.0008718724158211645,-0.0005880534477831212,0.0007488467981716651,-0.43932838202291524,0.04306548619155026,0.40757882395933154,0.17085217945188758,-0.03898215763832836,-0.1174450245135942,-0.023426030859792436
