,state_position_0,state_position_1,state_position_2,state_position_3,state_position_4,state_position_5,state_position_6,state_velocity_0,state_velocity_1,state_velocity_2,state_velocity_3,state_velocity_4,state_velocity_5,state_velocity_6,action_0,action_1,action_2,action_3,action_4,action_5,action_6,state_delta_position_0,state_delta_position_1,state_delta_position_2,state_delta_position_3,state_delta_position_4,state_delta_position_5,state_delta_position_6,state_delta_velocity_0,state_delta_velocity_1,state_delta_velocity_2,state_delta_velocity_3,state_delta_velocity_4,state_delta_velocity_5,state_delta_velocity_6,rollout
0,4.96976216e-05,-0.18499601,-4.63546468e-05,-2.08528506,-8.95942123e-06,1.90028276,0.785404067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65.97262,-1.4077369,-36.519356,62.351616,-1.12168,-1.0221239,-10.821357,-0.005429100096917327,0.0019159597397996053,-0.00031966741688037006,0.006609465510650114,-0.0002914655493919759,-0.0009165440019551774,-0.0021346564952502423,-0.3524023356999761,0.08980362220014565,-0.10232300711266147,0.419970912455151,-0.014377474757059425,-0.025087156106840022,-0.10480819250877972,0.0
1,-0.0053794024753173264,-0.18308005026020038,-0.00036602206368037003,-2.07867559448935,-0.0003004249706219759,1.899366215998045,0.7832694105047497,-0.3524023356999761,0.08980362220014565,-0.10232300711266147,0.419970912455151,-0.014377474757059425,-0.025087156106840022,-0.10480819250877972,47.438393,4.2796035,-72.46029,39.18705,-5.2326546,3.235968,6.5857477,0.006240919470443315,0.0009164007640281302,-0.01272082702638952,0.006621978777889392,-0.000936370287547484,0.0005755202249604352,0.001078152521650444,0.6890416499396692,-0.054867931013981956,-0.517987440192758,-0.1063321381869759,-0.026406527114758674,0.051444002335481576,0.1614732864428881,0.0
2,0.0008615169951259882,-0.18216364949617225,-0.01308684909006989,-2.0720536157114604,-0.00123679525816946,1.8999417362230053,0.7843475630264002,0.3366393142396931,0.03493569118616369,-0.6203104473054195,0.3136387742681751,-0.0407840018718181,0.026356846228641553,0.05666509393410839,-78.6495,-28.110569,64.68203,44.329464,-0.12573788,9.67532,-10.307166,-0.01406422198002919,-0.0014592100892510118,0.008149247150099834,0.0056184780382597665,0.00018134022739450632,0.001216451798394802,-0.001457822299774869,-1.0222290692226508,-0.1573866234511356,1.0664033304524627,-0.020935197703836617,0.03935897362844361,0.03781276387779972,-0.1319299151517854,0.0
3,-0.013202704984903202,-0.18362285958542326,-0.004937601939970057,-2.0664351376732006,-0.0010554550307749536,1.9011581880214001,0.7828897407266253,-0.6855897549829576,-0.12245093226497192,0.44609288314704315,0.2927035765643385,-0.0014250282433744903,0.06416961010644127,-0.07526482121767701,63.653217,-22.786701,-50.816147,20.621695,-8.032175,11.497837,-10.317394,0.008308173419858053,-0.003435895249676746,-0.009597976198175796,0.003824015228384159,-0.0013563002468875442,0.0019482864264779298,-0.001320800011973322,1.1364472111460087,-0.06106413843452185,-0.907471599454393,-0.12386320488283448,-0.06162340562943142,0.028331035683578018,-0.0005498184655955973,0.0
4,-0.004894531565045149,-0.1870587548351,-0.014535578138145853,-2.0626111224448165,-0.002411755277662498,1.903106474447878,0.781568940714652,0.4508574561630512,-0.18351507069949377,-0.4613787163073499,0.168840371681504,-0.06304843387280591,0.09250064579001929,-0.07581463968327261,43.03449,-48.360523,-8.29769,-48.73106,11.338984,6.750763,1.2163208,0.004966340652198574,-0.007861178272022595,-0.003468174229092791,-0.00496316256152074,0.001723169827437754,0.0018289137643374698,0.00019264465968815703,-0.17358069917053676,-0.244785442691091,0.32309610949967943,-0.5147886990267867,0.155576590314399,-0.02890632329575897,0.09278409682957105,0.0
5,7.180908715342515e-05,-0.1949199331071226,-0.018003752367238644,-2.067574285006337,-0.0006885854502247438,1.9049353882122155,0.7817615853743402,0.2772767569925144,-0.4283005133905848,-0.13828260680767046,-0.3459483273452827,0.09252815644159308,0.06359432249426032,0.016969457146298435,46.343224,-65.57262,9.009519,72.39932,0.9364409,-2.53395,-1.6605241,0.005483765289657311,-0.005510791065610893,-0.000699287687627375,0.0053033265069917235,0.00010718458988115366,-0.0017579594461110126,2.7509727444918752e-06,0.026165907913095754,0.12699013249254354,0.1378575506279121,0.7715107539098236,-0.08872707920921118,-0.11749785932395812,-0.02311031335405422,0.0
6,0.005555574376810736,-0.2004307241727335,-0.01870304005486602,-2.0622709584993455,-0.0005814008603435901,1.9031774287661045,0.7817643363470846,0.30344266490561017,-0.30131038089804124,-0.00042505617975834107,0.42556242656454096,0.003801077232381912,-0.053903536829697805,-0.006140856207755786,-23.538435,-18.748747,64.64045,-58.508102,2.119012,-6.31663,9.161278,-0.0040514385826832975,-0.008508151076699694,0.009639795832826413,-0.0028997763259765996,0.0006231103566338647,0.0004434684247398568,0.001325396016745306,-0.5045352681506355,-0.08766777535748882,0.49539520435201084,-0.7295923286013803,0.018927103035187832,0.03962934720038806,0.08066758610562184,0.0
7,0.0015041357941274385,-0.2089388752494332,-0.009063244222039605,-2.065170734825322,4.170949629027448e-05,1.9036208971908444,0.78308973236383,-0.20109260324502537,-0.38897815625553006,0.4949701481722525,-0.3040299020368394,0.022728180267569745,-0.014274189629309746,0.07452672989786606,66.09644,-24.677252,-70.111176,-14.214671,-9.611345,-11.1529875,4.0762043,0.012895707972697124,-0.00527431034290049,-0.008038956383743646,-0.002580418180302413,-0.0016447305061769656,-0.0018188168091626267,0.0006003944841400655,0.8145627260433179,0.15934878932566388,-0.9517889053622532,0.20297671092519007,-0.10097341105014729,-0.07202205775159279,-0.05186481743536868,0.0
8,0.014399843766824561,-0.21421318559233368,-0.01710220060578325,-2.0677511530056245,-0.0016030210098866911,1.9018020803816817,0.78369012684797,0.6134701227982926,-0.22962936692986619,-0.45681875719000076,-0.10105319111164932,-0.07824523078257754,-0.08629624738090254,0.022661912462497383,72.3879,-28.64609,39.751198,28.428358,3.8909996,0.48035857,-1.2786882,0.006780732134167199,-0.0030694819494406222,0.0008513684075239884,0.0022853969456635426,0.0005592176758646308,-0.0005434399355546127,0.00023750934095001508,-0.20099060079141773,0.07592337391951934,0.589565309599116,0.27796073777107094,0.11040081281875216,0.07868532105620882,-0.014498100248699387,0.0
9,0.02118057590099176,-0.2172826675417743,-0.016250832198259263,-2.065465756059961,-0.0010438033340220603,1.9012586404461271,0.78392763618892,0.4124795220068749,-0.15370599301034685,0.13274655240911531,0.17690754665942163,0.032155582036174614,-0.007610926324693722,0.008163812213797996,-17.736767,-68.45257,-8.399604,21.302973,-4.424024,-10.151899,-0.6311099,0.0017245673507623217,-0.006735580630413268,0.00364589641129859,0.0018583785658798924,-0.0006391615985312747,-0.0017825427327622378,-0.0005644673537162914,-0.4020696689306812,-0.26130005077703267,-0.029726649536067268,-0.08522403581827158,-0.07169706807497098,-0.08899929441665573,-0.030617250621023426,0.0
10,0.022905143251754082,-0.22401824817218757,-0.012604935786960673,-2.063607377494081,-0.001682964932553335,1.899476097713365,0.7833631688352037,0.010409853076193697,-0.4150060437873795,0.10301990287304805,0.09168351084115005,-0.039541486038796356,-0.09661022074134945,-0.02245343840722543,8.737833,-67.252815,62.37069,70.784904,-2.2915084,3.0640366,-0.51675,-0.0014501990283387368,-0.007240452909402034,0.006642739917526353,0.007531728554736716,-0.00044086533611684283,-0.0004770079185227871,0.0001709919309560437,-0.03896818544981635,0.027515542427777817,0.2828527839005558,0.37471155409209844,0.01979751506136311,0.0993880415795558,0.0291961476901683,0.0
11,0.021454944223415345,-0.2312587010815896,-0.0059621958694343205,-2.0560756489393444,-0.002123830268670178,1.898999089794842,0.7835341607661598,-0.028558332373622656,-0.38749050135960167,0.3858726867736038,0.4663950649332485,-0.019743970977433245,0.002777820838206349,0.00674270928294287,74.360115,78.25186,-64.86312,-46.543865,-0.009647786,-9.3728285,7.0047083,0.013992374547395138,-0.0023601898523981646,-0.007456367235405578,0.0023707252141784707,-3.1526286501807124e-06,0.0005987863785863468,0.000934067192147614,0.701457785513356,0.470954308974316,-0.8090286727667242,-0.5085363038315016,0.028187530325201316,-0.0064848884301520315,0.04019709460521126,0.0
12,0.03544731877081048,-0.23361889093398777,-0.013418563104839899,-2.053704923725166,-0.0021269828973203586,1.8995978761734285,0.7844682279583074,0.6728994531397333,0.08346380761471432,-0.4231559859931204,-0.04214123889825311,0.008443559347768071,-0.0037070675919456822,0.04693980388815413,-8.317477,6.6637254,-48.407024,-2.4552302,-8.573757,-4.579057,-8.620599,0.0027050378931842006,0.0014037966700572724,-0.003354571217140473,-0.0006278259957861465,-0.0011458157706817147,-0.0007461676092530567,-0.0016913851981007477,-0.6069006482816548,-0.019102411620873908,0.1884199091591471,0.013853370669044986,-0.07868816467540668,-0.0342864764405149,-0.1304837296678752,0.0
13,0.038152356663994684,-0.2322150942639305,-0.01677313432198037,-2.054332749720952,-0.0032727986680020733,1.8988517085641754,0.7827768427602066,0.0659988048580785,0.06436139599384041,-0.23473607683397327,-0.028287868229208122,-0.07024460532763861,-0.03799354403246058,-0.08354392577972106,42.88107,-50.413284,49.209183,-55.98482,8.630399,6.2008047,4.3204246,0.0012273130759964251,-0.00453915316445494,0.0014619102292583713,-0.00831555323520794,0.0012711335404944858,0.0011736469531602456,0.0010557967235087506,0.08497270561570615,-0.3778756726775414,0.41180699575277946,-0.45276556969653237,0.14095417489986112,0.08044872859970681,0.13950492823342153,0.0
14,0.03937966973999111,-0.23675424742838544,-0.015311224092722,-2.06264830295616,-0.0020016651275075875,1.9000253555173356,0.7838326394837154,0.15097151047378465,-0.313514276683701,0.17707091891880622,-0.4810534379257405,0.07070956957222249,0.04245518456724623,0.055961002453700476,-30.241613,2.6633976,-47.694843,5.609061,-10.7297735,-1.900475,5.8971667,0.0010878482654478258,-0.0011367252769688418,-0.0009501223513029792,-0.0010080678516359853,-0.0016417477033277535,-0.0007925004717264095,0.00040988738375669076,-0.19239446676559138,0.3167972700341874,-0.3321254236429105,0.5178560884540675,-0.15962775977151156,-0.06031726902840461,-0.031971962206499074,0.0
15,0.040467518005438935,-0.23789097270535428,-0.01626134644402498,-2.063656370807796,-0.003643412830835341,1.8992328550456092,0.7842425268674721,-0.04142295629180673,0.003282993350486357,-0.15505450472410426,0.03680265052832695,-0.08891819019928905,-0.017862084461158383,0.023989040247201405,-26.39255,-5.9230185,71.863556,14.405514,6.1078672,6.343808,-1.9810685,-0.007846887157469888,1.5699851982492463e-05,0.007065002147639074,0.0014681702479109049,0.0009239071151286187,0.0007570316507854447,3.933036862635575e-06,-0.29493211179655066,-0.011783695999788246,0.5823185030786852,0.05463379701243221,0.13865823450938322,0.0628293634412119,-0.025135799364418888,0.0
16,0.03262063084796905,-0.2378752728533718,-0.009196344296385906,-2.062188200559885,-0.0027195057157067223,1.8999898866963947,0.7842464599043347,-0.33635506808835736,-0.008500702649301889,0.4272639983545809,0.09143644754075916,0.04974004431009417,0.044967278980053524,-0.0011467591172174825,-70.0205,-69.00547,-78.056915,-81.877884,10.688617,0.42526647,-9.75415,-0.003339225117279663,-0.008277940469075873,-0.0032966715470280454,-0.010521371368825694,0.0015933337386229815,0.0008784815689117931,-0.0022845081351752228,0.04480498478271894,-0.5062540897605099,-0.7464581797117125,-0.7445175247461759,0.030368377832186474,-0.03971996570095751,-0.10744580917387472,0.0
17,0.029281405730689384,-0.24615321332244766,-0.012493015843413951,-2.0727095719287107,-0.0011261719770837408,1.9008683682653065,0.7819619517691595,-0.2915500833056384,-0.5147547924098118,-0.3191941813571316,-0.6530810772054167,0.08010842214228064,0.005247313279096017,-0.1085925682910922,14.151078,-22.054981,-63.408127,-4.5550795,0.46538764,-4.293897,-3.6418886,0.0011382292501164633,-0.004622985314373607,-0.01112418004720041,-0.003204666297129233,-1.856158801281059e-05,-0.0013263935306528918,-0.0004570581840354082,0.36944760969496837,0.344080126645133,-0.22005781133849778,0.596887153975576,-0.07631855664112755,-0.04524617200355148,0.08371542484689402,0.0
18,0.030419634980805847,-0.25077619863682127,-0.02361719589061436,-2.07591423822584,-0.0011447335650965514,1.8995419747346536,0.7815048935851241,0.07789752638932992,-0.1706746657646788,-0.5392519926956294,-0.05619392322984077,0.003789865501153088,-0.03999885872445546,-0.024877143444198183,11.429313,-40.183846,9.139219,69.781006,11.763406,-7.3458357,0.7770552,-0.0020799508548336905,-0.0021432901545090366,-0.00314960880726263,0.006520077358028509,0.001708112309027995,-0.002178778699356343,0.0004424982229487284,-0.12023407618848045,0.029458468218996364,0.46006252859516183,0.491811537590363,0.08818830003010626,-0.04501289439344678,0.04657602059255921,0.0
